"headID","aka","site","year","inPhen","inSeedSet","inStylePersist","reconcileNote"
"961002.02","ar34","spp",1996,NA,NA,NA,""
"961003","ar34","spp",1996,NA,NA,NA,""
"961004","ar34","spp",1996,NA,NA,NA,""
"961005","mu96","spp",1996,1,NA,1,""
"961006","mu96","spp",1996,1,NA,1,""
"961007","mu96","spp",1996,1,NA,1,""
"961008","hq87","spp",1996,1,NA,1,""
"961009","sw63","spp",1996,1,1,1,""
"961010","sw63","spp",1996,NA,NA,NA,""
"961011","cy28","spp",1996,1,NA,1,""
"961012.01","sw63","spp",1996,1,1,1,""
"961012.02","sw63","spp",1996,NA,NA,NA,""
"961013","yf79","spp",1996,1,NA,1,""
"961014","aa12","spp",1996,1,NA,1,""
"961015","xn99","spp",1996,1,NA,1,""
"961016","xn99","spp",1996,NA,NA,NA,""
"961017","eu14","spp",1996,1,NA,1,""
"961018.01","ff36","spp",1996,NA,NA,NA,""
"961018.02","ff36","spp",1996,NA,NA,NA,""
"961019.01","fy31","spp",1996,1,1,1,""
"961019.02","fy31","spp",1996,1,1,1,""
"961020","fy31","spp",1996,NA,NA,NA,""
"961021","eg09","ri",1996,1,NA,1,""
"961022","dk03","ri",1996,1,NA,1,""
"961023","jn08","ri",1996,1,1,1,""
"961024","dm18","eri",1996,1,NA,1,""
"961025","ed43","eri",1996,1,1,1,""
"961026","gn65","eri",1996,1,NA,1,""
"961027","bt79","eri",1996,1,NA,1,""
"961028","cm40","aa",1996,1,NA,1,""
"961029","tn62","aa",1996,1,NA,1,""
"961030","nn23","aa",1996,1,1,1,""
"961031","cg88","aa",1996,1,NA,1,""
"961032","up82","aa",1996,1,NA,1,""
"961033","ki79","sap",1996,1,NA,1,""
"961034","xg03","sap",1996,1,NA,1,""
"961035","yq34","lf",1996,1,NA,1,""
"961036","yx20","lf",1996,1,NA,1,""
"961037","iy92","lf",1996,1,NA,1,""
"961038","xy88","lf",1996,1,NA,1,""
"961039","cz46","lf",1996,1,1,1,""
"961040","fn26","lf",1996,1,NA,1,""
"961041","fz73","lf",1996,1,NA,1,""
"961042","wx60","lf",1996,1,1,1,""
"961043","xc84","lf",1996,1,NA,1,""
"961044","rg75","lf",1996,1,NA,1,""
"961045","ej76","lf",1996,1,NA,1,""
"961046","xq92","lf",1996,1,NA,1,""
"961047","ng50","lf",1996,NA,NA,NA,""
"961048","tb15","lf",1996,1,NA,1,""
"961049","xb06","alf",1996,NA,NA,NA,""
"961050","fs56","alf",1996,1,NA,1,""
"961051","bz21","spp",1996,1,NA,1,""
"961052","fi42","spp",1996,1,NA,1,""
"961053","fi42","spp",1996,1,NA,1,""
"961054","ng26","spp",1996,1,NA,1,""
"961055","tu75","spp",1996,1,NA,1,""
"961056","ki29","spp",1996,1,1,1,""
"961057","ak73","spp",1996,1,NA,1,""
"961058","bi34","spp",1996,1,NA,1,""
"961059","pi20","spp",1996,1,1,1,""
"961060","aa82","spp",1996,1,NA,1,""
"961061","aa82","spp",1996,1,NA,1,""
"961062","fh45","spp",1996,1,NA,1,""
"961063","fh45","spp",1996,1,NA,1,""
"961064","iq34","spp",1996,1,NA,1,""
"961065.1","ae16","spp",1996,1,1,1,""
"961065.2","ae16","spp",1996,1,1,1,""
"961065.3","ae16","spp",1996,1,1,1,""
"961065.4","ae16","spp",1996,1,1,1,""
"961065.6","ae16","spp",1996,1,1,1,""
"961065.7","ae16","spp",1996,1,1,1,""
"961066","sm99","spp",1996,1,NA,1,""
"961067","sm99","spp",1996,1,NA,1,""
"961068","sm99","spp",1996,1,NA,1,""
"961069","ma25","spp",1996,NA,NA,NA,""
"961070","df21","spp",1996,NA,NA,NA,""
"961071","ez31","spp",1996,1,NA,1,""
"961072","ez31","spp",1996,1,NA,1,""
"961073","ez31","spp",1996,1,NA,1,""
"961074","az71","spp",1996,NA,NA,NA,""
"961075","az71","spp",1996,1,1,1,""
"961076","fn08","spp",1996,1,NA,1,""
"961077.01","dt81","spp",1996,1,NA,1,""
"961077.02","dt81","spp",1996,NA,NA,NA,""
"961077.03","dt81","spp",1996,NA,NA,NA,""
"961078","gf33","spp",1996,NA,NA,NA,""
"961079","gf33","spp",1996,NA,NA,NA,""
"961080.01","wa54","spp",1996,1,1,1,""
"961080.02","wa54","spp",1996,NA,NA,NA,""
"961080.03","wa54","spp",1996,NA,NA,NA,""
"961081","wm94","spp",1996,NA,NA,NA,""
"961082","ei10","spp",1996,NA,NA,NA,""
"961083","tk32","spp",1996,1,NA,1,""
"961084","tk32","spp",1996,1,NA,1,""
"961085","zp31","spp",1996,NA,NA,NA,""
"961086","zp31","spp",1996,NA,NA,NA,""
"961087","rm99","spp",1996,1,1,1,""
"961088","rm99","spp",1996,1,1,1,""
"961089","bm50","spp",1996,1,NA,1,""
"961090.01","bm50","spp",1996,1,NA,1,""
"961090.02","bm50","spp",1996,NA,NA,NA,""
"961091.01","cz03","spp",1996,NA,NA,NA,""
"961091.02","cz03","spp",1996,NA,NA,NA,""
"961092.1","dy50","spp",1996,1,NA,1,""
"961092.2","dy50","spp",1996,1,NA,1,""
"961092.3","dy50","spp",1996,NA,NA,NA,""
"961092.4","dy50","spp",1996,1,NA,1,""
"961093.01","rn90","spp",1996,1,NA,1,""
"961093.02","rn90","spp",1996,1,NA,1,""
"961094","te70","spp",1996,1,NA,1,""
"961095","ax57","spp",1996,1,NA,1,""
"961096","ax57","spp",1996,NA,NA,NA,""
"961097","ua68","spp",1996,1,NA,1,""
"961098","jd59","spp",1996,1,1,1,""
"961099","jd59","spp",1996,NA,NA,NA,""
"961100","jd59","spp",1996,1,1,1,""
"961101","bh34","rrx",1996,1,NA,1,""
"961102","cc12","rrx",1996,1,NA,1,""
"961103","tp94","alf",1996,1,1,1,""
"961104","zm68","alf",1996,1,NA,1,""
"961105","my47","alf",1996,1,NA,1,""
"961106.01","yt57","alf",1996,1,NA,1,""
"961106.02","yt57","alf",1996,1,NA,1,""
"961107","re91","alf",1996,1,NA,1,""
"961108","re91","alf",1996,1,NA,1,""
"961109","zb54","alf",1996,1,NA,1,""
"961110","xb06","alf",1996,1,NA,1,""
"961111","jd59","spp",1996,1,1,1,""
"961112","jd59","spp",1996,1,1,NA,"[estimated phen record added based on seedSet data gk 19May2015]"
"961113","jd59","spp",1996,1,1,1,""
"961114","jd59","spp",1996,NA,NA,NA,""
"961115","dc96","spp",1996,1,NA,1,""
"961116","ut12","spp",1996,1,1,1,""
"961117","ew62","spp",1996,1,NA,1,""
"961118","ew62","spp",1996,NA,NA,NA,""
"961119.01","bw34","spp",1996,1,NA,1,""
"961119.02","bw34","spp",1996,NA,NA,NA,""
"961120","bw34","spp",1996,1,NA,1,""
"961121","dj32","spp",1996,1,NA,1,""
"961122","dj32","spp",1996,NA,NA,NA,""
"961123","dj32","spp",1996,1,1,1,""
"961124","uw40","spp",1996,1,NA,1,""
"961125","uw40","spp",1996,NA,NA,NA,""
"961126","uw40","spp",1996,1,NA,1,""
"961127","cq00","spp",1996,1,NA,1,""
"961128","cq00","spp",1996,1,NA,1,""
"961129","pg94","spp",1996,1,NA,1,""
"961130","pg94","spp",1996,1,NA,1,""
"961131","wm76","spp",1996,1,1,1,""
"961132","ym63","spp",1996,1,NA,1,""
"961133.01","pw44","spp",1996,1,NA,1,""
"961133.02","pw44","spp",1996,NA,NA,NA,""
"961134","xs84","spp",1996,1,1,1,""
"961135","xs84","spp",1996,1,NA,1,""
"961136","fi23","spp",1996,1,NA,1,""
"961137","qm23","spp",1996,NA,NA,NA,""
"961138","sq32","spp",1996,NA,NA,NA,""
"961139.01","","spp",1996,NA,NA,NA,""
"961139.02","","spp",1996,NA,NA,NA,""
"961140.01","ti40","spp",1996,1,NA,1,""
"961140.02","ti40","spp",1996,1,NA,1,""
"961140.03","ti40","spp",1996,NA,NA,NA,""
"961141.01","jb44","spp",1996,1,NA,1,""
"961141.02","jb44","spp",1996,NA,NA,NA,""
"961141.03","jb44","spp",1996,NA,NA,NA,""
"961142","jb44","spp",1996,1,NA,1,""
"961143","ih72","spp",1996,1,NA,1,""
"961144","ih72","spp",1996,1,NA,1,""
"961145.1","dj68","spp",1996,NA,NA,NA,""
"961145.2","dj68","spp",1996,1,NA,1,""
"961145.3","dj68","spp",1996,1,NA,1,""
"961145.4","dj68","spp",1996,NA,NA,NA,""
"961146","bc85","spp",1996,1,1,1,""
"961147","pd66","spp",1996,1,NA,1,""
"961148","ie27","spp",1996,1,NA,1,""
"961149","ie27","spp",1996,1,NA,1,""
"961150","wa52","spp",1996,1,1,1,""
"961151.1","jj72","spp",1996,1,NA,1,""
"961151.2","jj72","spp",1996,1,NA,1,""
"961151.3","jj72","spp",1996,1,NA,1,""
"961151.4","jj72","spp",1996,1,NA,1,""
"961152","id73","spp",1996,1,NA,1,""
"961153","id73","spp",1996,1,NA,1,""
"961154","ng82","spp",1996,1,NA,1,""
"961155","hg10","spp",1996,1,NA,1,""
"961156","tf71","spp",1996,1,NA,1,""
"961157","tf71","spp",1996,NA,NA,NA,""
"961158","we73","spp",1996,1,NA,1,""
"961159","ab19","spp",1996,NA,NA,NA,""
"961160","pz45","spp",1996,1,1,1,""
"961161","cm30","spp",1996,1,NA,1,""
"961162","sw10","spp",1996,1,NA,1,""
"961163","ap87","spp",1996,NA,NA,NA,""
"961164","ap87","spp",1996,NA,NA,NA,""
"961165","yq57","spp",1996,1,NA,1,""
"961166","cc30","spp",1996,1,1,1,""
"961167","cc30","spp",1996,1,1,1,""
"961168","cc30","spp",1996,1,1,1,""
"961169","cc30","spp",1996,1,1,1,""
"961170","cc30","spp",1996,1,1,1,""
"961171","ez34","spp",1996,1,NA,1,""
"961172","ez34","spp",1996,1,NA,1,""
"961173","nf78","spp",1996,1,NA,1,""
"961174","nf78","spp",1996,1,NA,1,""
"961175.1","aa21","spp",1996,1,NA,1,""
"961175.2","aa21","spp",1996,1,NA,1,""
"961175.3","aa21","spp",1996,1,NA,1,""
"961176.01","ta29","spp",1996,1,NA,1,""
"961176.02","ta29","spp",1996,NA,NA,NA,""
"961176.03","ta29","spp",1996,NA,NA,NA,""
"961177","ta29","spp",1996,1,NA,1,""
"961178","ta29","spp",1996,NA,NA,NA,""
"961179.01","ta29","spp",1996,1,NA,1,""
"961179.02","ta29","spp",1996,NA,NA,NA,""
"961180.1","dj61","spp",1996,1,1,1,""
"961180.2","dj61","spp",1996,1,1,1,""
"961181","uc78","sap",1996,1,NA,1,""
"961182","nx30","spp",1996,1,1,1,""
"961183","iz31","spp",1996,1,1,1,""
"961184","","spp",1996,1,1,1,""
"961185","pa31","spp",1996,1,NA,1,""
"961186","fc46","spp",1996,1,NA,1,""
"961187","nh65","spp",1996,1,NA,1,""
"961188","nh65","spp",1996,1,1,1,""
"961189","bf99","lf",1996,1,NA,1,""
"961190","sh24","lf",1996,1,NA,1,""
"961191.01","xx33","nwlf",1996,1,NA,1,""
"961191.02","xx33","nwlf",1996,1,NA,1,""
"961191.03","xx33","nwlf",1996,1,NA,1,""
"961191.04","xx33","nwlf",1996,1,NA,1,""
"961192.01","zu99","nwlf",1996,1,NA,1,""
"961192.02","zu99","nwlf",1996,1,NA,1,""
"961192.03","zu99","nwlf",1996,1,NA,1,""
"961193","xx33","nwlf",1996,1,NA,1,""
"961194","df02","nwlf",1996,1,1,1,""
"961195","nj81","alf",1996,1,NA,1,""
"961196","qf30","alf",1996,1,NA,1,""
"961197","wt98","alf",1996,1,NA,1,""
"961198","yb90","alf",1996,1,NA,1,""
"961199","xx34","alf",1996,1,NA,1,""
"961200","xx70","eri",1996,1,NA,1,""
"961201","qa12","rrx",1996,1,NA,1,""
"961202","ze97","rrx",1996,1,NA,1,""
"961203","sp00","mapp",1996,1,1,1,""
"961204","sj71","lf",1996,1,NA,1,""
"961205","qw26","lf",1996,1,1,1,""
"961206","mt05","lf",1996,1,1,1,""
"961207","tz24","lf",1996,1,NA,1,""
"961208","js05","lf",1996,1,NA,1,""
"961209","sn08","lf",1996,1,1,1,""
"961210","ew20","lf",1996,1,NA,1,""
"961211","xw42","lf",1996,1,NA,1,""
"961212","xk19","alf",1996,1,1,1,""
"961213","sx15","nwlf",1996,1,NA,1,""
"961214","yu56","nwlf",1996,1,NA,1,""
"961215","ac16","nwlf",1996,1,1,1,""
"961216","gc77","nwlf",1996,1,NA,1,""
"961217","my36","nwlf",1996,1,NA,1,""
"961218","jk43","nwlf",1996,1,NA,1,""
"961219","","Ngravel",1996,1,NA,1,""
"961220","","Ngravel",1996,1,NA,1,""
"961221","aj20","ri",1996,1,1,1,""
"961222","ki41","ri",1996,1,NA,1,""
"961223","mw82","lc",1996,1,NA,1,""
"961224","hn78","lc",1996,1,NA,1,""
"961225","ti29","lc",1996,1,NA,1,""
"961226","yk71","lc",1996,1,NA,1,""
"961227","jq96","lc",1996,1,NA,1,""
"961228","if98","lc",1996,1,1,1,""
"961229","qh02","spp",1996,1,NA,1,""
"961230","cb52","spp",1996,1,NA,1,""
"961231","zi58","spp",1996,1,NA,1,""
"961232","is63","spp",1996,1,NA,1,""
"961233","et77","spp",1996,1,NA,1,""
"961234","et77","spp",1996,1,NA,1,""
"961235","uq79","spp",1996,1,NA,1,""
"961236.01","gz16","spp",1996,NA,NA,NA,""
"961236.02","gz16","spp",1996,NA,NA,NA,""
"961237","gz16","spp",1996,1,NA,1,""
"961238","pb93","gc",1996,1,1,1,""
"961239","uy62","eelr",1996,1,1,1,""
"961240","zb01","eelr",1996,1,NA,1,""
"961241","","eelr",1996,1,NA,1,""
"961242","ib80","eelr",1996,1,NA,1,""
"961243","xt32","eelr",1996,1,NA,1,""
"961244","si65","eelr",1996,NA,NA,NA,""
"961245","zu09","eelr",1996,1,NA,1,""
"961246","pg54","kj",1996,1,1,1,""
"961247","wy38","kj",1996,1,1,1,""
"961248","bx42","kj",1996,1,1,1,""
"961249","zh39","kj",1996,1,1,1,""
"961250","","kj",1996,1,NA,1,""
"961251","zu18","kj",1996,1,NA,1,""
"961252","zu18","kj",1996,1,NA,1,""
"961253","","krus",1996,1,NA,1,""
"961254","","krus",1996,1,NA,1,""
"961255.1","","krus",1996,1,NA,1,""
"961255.2","","krus",1996,1,NA,1,""
"961256.1","ij68","krus",1996,1,NA,1,""
"961256.2","ij68","krus",1996,1,NA,1,""
"961256.3","ij68","krus",1996,1,NA,1,""
"961258","cy95","krus",1996,1,1,1,""
"961258.1","cy95","krus",1996,1,NA,1,""
"961258.2","cy95","krus",1996,1,NA,1,""
"961258.3","yp38","krus",1996,NA,NA,NA,""
"961258.4","cy95","krus",1996,1,NA,1,""
"961258.5","cy95","krus",1996,1,NA,1,""
"961258.6","cy95","krus",1996,1,NA,1,""
"961258.7","cy95","krus",1996,1,NA,1,""
"961258.8","cy95","krus",1996,1,NA,1,""
"961258.9","cy95","krus",1996,1,NA,1,""
"961259","","krus",1996,1,NA,1,""
"961260","","krus",1996,1,NA,1,""
"961260.1","","krus",1996,1,NA,1,""
"961260.2","","krus",1996,NA,NA,NA,""
"961260.3","","krus",1996,1,NA,1,""
"961261","","krus",1996,NA,NA,NA,""
"961261.1","","krus",1996,1,NA,1,""
"961261.2","","krus",1996,1,NA,1,""
"961262.01","","krus",1996,1,NA,1,""
"961262.02","","krus",1996,1,NA,1,""
"961263","","krus",1996,1,NA,1,""
"961263.1","","krus",1996,1,NA,1,""
"961263.2","","krus",1996,1,NA,1,""
"961264","jp14","krus",1996,1,NA,1,""
"961265","","krus",1996,1,NA,1,""
"961266","","krus",1996,1,NA,1,""
"961267","","krus",1996,1,NA,1,""
"961267.1","","krus",1996,NA,NA,NA,""
"961267.2","","krus",1996,1,NA,1,""
"961267.3","","krus",1996,1,NA,1,""
"961268","","krus",1996,1,NA,1,""
"961269","","krus",1996,1,NA,1,""
"961270.1","","krus",1996,1,NA,1,""
"961270.2","","krus",1996,1,NA,1,""
"961270.3","","krus",1996,1,NA,1,""
"961270.4","","krus",1996,1,NA,1,""
"961271.01","","krus",1996,1,NA,1,""
"961271.02","","krus",1996,1,NA,1,""
"961272","","krus",1996,1,NA,1,""
"961273","","krus",1996,1,NA,1,""
"961274","","krus",1996,1,NA,1,""
"961275","ik75","krus",1996,1,NA,1,""
"961276","","krus",1996,1,NA,1,""
"961276.1","","krus",1996,1,NA,1,""
"961277","up89","krus",1996,1,NA,1,""
"961278","","krus",1996,1,NA,1,""
"961279","eg77","tower",1996,1,1,1,""
"961280","qq09","tower",1996,1,1,1,""
"961281","kk71","tower",1996,1,1,1,""
"961282","cd96","spp",1996,1,NA,1,""
"961283","aa72","spp",1996,1,NA,1,""
"961284","qb09","spp",1996,1,NA,1,""
"961285","aa56","spp",1996,1,NA,1,""
"961286","ky18","spp",1996,1,NA,1,""
"961287","xf87","sap",1996,1,NA,1,""
"961288","xc40","aa",1996,1,NA,1,""
"961289","kj07","aa",1996,1,NA,1,""
"961290","dd25","aa",1996,1,NA,1,""
"961291","qs81","aa",1996,1,NA,1,""
"961292.1","hr53","rlr",1996,1,NA,1,""
"961292.2","hr53","rlr",1996,1,1,1,""
"961293","wz33","ri",1996,1,1,1,""
"961294","zg46","ri",1996,1,NA,1,""
"961295","jy39","eelr",1996,1,NA,1,""
"961301","mq39","rrx",1996,1,NA,1,""
"961302","uh01","rrx",1996,1,NA,1,""
"961303","cg43","rrx",1996,1,NA,1,""
"961304","kc55","lf",1996,1,NA,1,""
"961305","md55","lf",1996,1,NA,1,""
"961306","","Ngravel",1996,1,NA,1,""
"961307","","Ngravel",1996,1,NA,1,""
"961308","ik63","alf",1996,1,NA,1,""
"961321","","Other",1996,1,NA,1,""
"961322","","Other",1996,1,NA,1,""
"961323","","alf",1996,1,NA,1,""
"961324","","alf",1996,1,NA,1,""
"966002","","nwlf",1996,NA,NA,NA,""
"966003","","nwlf",1996,NA,NA,NA,""
"966666","","Other",1996,NA,NA,NA,""
"9786","rs76","btg",1997,NA,NA,NA,""
"9787","zt10","btg",1997,NA,NA,NA,""
"9792","hf58","aa",1997,1,1,1,""
"97117","","spp",1997,NA,NA,NA,""
"97127","qu04","lf",1997,1,NA,1,""
"97133","nj85","lf",1997,1,NA,1,""
"97135","bq69","lf",1997,1,NA,1,""
"97136","jd43","lf",1997,1,NA,1,""
"97153","fu13","th",1997,1,NA,1,""
"97153G","fu13","th",1997,1,NA,1,""
"97154","","alf",1997,1,NA,1,""
"97155","ip32","th",1997,1,1,1,""
"97156","pn81","th",1997,NA,NA,NA,""
"97171","","nrrx",1997,NA,NA,NA,""
"97180","bz59","spp",1997,1,1,1,""
"97180G","bz59","spp",1997,1,1,1,""
"97180R","bz59","spp",1997,1,1,1,""
"97180W","bz59","spp",1997,NA,NA,NA,""
"97180Y","bz59","spp",1997,NA,NA,NA,""
"97185","","th",1997,NA,NA,NA,""
"97201","","nnwlf",1997,NA,NA,NA,""
"97211","ny18","ri",1997,1,NA,1,""
"97215","nz88","sap",1997,1,NA,1,""
"97219","qc89","aa",1997,1,NA,1,""
"97227","gi70","aa",1997,1,1,1,""
"97227g","gi70","aa",1997,NA,NA,NA,""
"97227R","gi70","aa",1997,1,1,1,""
"97228","ua35","aa",1997,1,NA,1,""
"97229","hw99","th",1997,1,NA,1,""
"97229x","hw99","th",1997,NA,NA,NA,""
"97229.01","hw99","th",1997,1,NA,1,""
"97229.02","hw99","th",1997,1,NA,1,""
"97243","tc63","ri",1997,NA,NA,NA,""
"97249","se12","ri",1997,1,NA,1,""
"97249g","se12","ri",1997,1,NA,1,""
"97250","za31","ri",1997,1,NA,1,""
"97252","ki05","ri",1997,1,NA,1,""
"97252g","ki05","ri",1997,1,NA,1,""
"97551.1","xz62","ness",1997,1,NA,1,""
"97551.2","xz62","ness",1997,1,NA,1,""
"97554","hj81","ness",1997,1,NA,1,""
"97560","pf01","ness",1997,1,NA,1,""
"97561","ak97","ness",1997,1,NA,1,""
"97561g","ak97","ness",1997,1,NA,1,""
"97574","kd96","ness",1997,1,NA,1,""
"97577","jm93","ness",1997,1,NA,1,""
"97597","qj97","mapp",1997,1,1,1,""
"97598bag","sp00","mapp",1997,NA,NA,NA,""
"97598bag1","sp00","mapp",1997,1,1,1,""
"97598bag2","sp00","mapp",1997,1,1,1,""
"97598fri1","sp00","mapp",1997,1,NA,1,""
"97598Fri2","sp00","mapp",1997,1,NA,1,""
"97598Fri3","sp00","mapp",1997,1,1,1,""
"97598g1","sp00","mapp",1997,1,1,1,""
"97598G2","sp00","mapp",1997,1,NA,1,""
"97598g3","sp00","mapp",1997,1,1,1,""
"97598Gbag","sp00","mapp",1997,1,NA,1,""
"97598Gr1","sp00","mapp",1997,1,NA,1,""
"97598GW","sp00","mapp",1997,1,NA,1,""
"97598GWY","sp00","mapp",1997,1,1,1,""
"97598Gy","sp00","mapp",1997,1,1,1,""
"97598GYW","sp00","mapp",1997,NA,NA,NA,""
"97598R1","sp00","mapp",1997,1,1,1,""
"97598R2","sp00","mapp",1997,1,NA,1,""
"97598r3","sp00","mapp",1997,NA,NA,NA,""
"97598Rbag","sp00","mapp",1997,1,NA,1,""
"97598Rbag1","sp00","mapp",1997,1,NA,1,""
"97598Rbag2","sp00","mapp",1997,1,NA,1,""
"97598RG","sp00","mapp",1997,1,1,1,""
"97598RP","sp00","mapp",1997,1,NA,1,""
"97598RR","sp00","mapp",1997,1,NA,1,""
"97598RY","sp00","mapp",1997,1,NA,1,""
"97598Si","sp00","mapp",1997,1,NA,1,""
"97598Sv","sp00","mapp",1997,NA,NA,NA,""
"97598sv1","sp00","mapp",1997,NA,NA,NA,""
"97598sv2","sp00","mapp",1997,NA,NA,NA,""
"97598W","sp00","mapp",1997,1,NA,1,""
"97598W1","sp00","mapp",1997,1,NA,1,""
"97598w2","sp00","mapp",1997,1,NA,1,""
"97598w3","sp00","mapp",1997,NA,NA,NA,""
"97598WW","sp00","mapp",1997,1,NA,1,""
"97598WW1","sp00","mapp",1997,1,NA,1,""
"97598WW2","sp00","mapp",1997,1,NA,1,""
"97598WWW","sp00","mapp",1997,1,NA,1,""
"97598Y","sp00","mapp",1997,1,1,1,""
"97598y1","sp00","mapp",1997,NA,NA,NA,""
"97598YW1","sp00","mapp",1997,1,NA,1,""
"97598YW2","sp00","mapp",1997,1,NA,1,""
"97598yw3","sp00","mapp",1997,1,NA,1,""
"97598YW4","sp00","mapp",1997,1,NA,1,""
"97600","ep64","mapp",1997,1,1,1,""
"97601","hf42","ness",1997,1,NA,1,""
"97601R","hf42","ness",1997,1,NA,1,""
"97606","in40","ness",1997,1,NA,1,""
"97606G","in40","ness",1997,1,NA,1,""
"97609","fn58","ness",1997,1,NA,1,""
"97625","","th",1997,NA,NA,NA,""
"97626","my66","lf",1997,1,NA,1,""
"97630","rk67","sap",1997,1,NA,1,""
"97631","yu60","sap",1997,1,1,1,""
"97631G","yu60","sap",1997,1,1,1,""
"97631R","yu60","sap",1997,1,1,1,""
"97631y","yu60","sap",1997,1,1,1,""
"97635","ji47","sap",1997,1,1,1,""
"97639","mb74","sap",1997,1,NA,1,""
"97639G","mb74","sap",1997,1,NA,1,""
"97639R","mb74","sap",1997,1,NA,1,""
"97642","gw78","sap",1997,1,NA,1,""
"97643","cs33","sap",1997,1,NA,1,""
"97643G","cs33","sap",1997,1,NA,1,""
"97648","ee40","sap",1997,1,NA,1,""
"97648g","ee40","sap",1997,1,NA,1,""
"97655","yb55","lc",1997,1,NA,1,""
"97655G","yb55","lc",1997,1,NA,1,""
"97655R","yb55","lc",1997,1,NA,1,""
"97655Y","yb55","lc",1997,1,NA,1,""
"97655YW","yb55","lc",1997,1,NA,1,""
"97659","rs76","btg",1997,NA,NA,NA,""
"97660","jj79","btg",1997,1,1,1,""
"97660x","jj79","btg",1997,NA,NA,NA,""
"97661","fd36","rrx",1997,1,NA,1,""
"97670","gq07","th",1997,1,1,1,""
"97670g","gq07","th",1997,1,1,1,""
"97670R","gq07","th",1997,1,1,1,""
"97670.1r?","gq07","th",1997,NA,NA,NA,""
"97670.2","gq07","th",1997,NA,NA,NA,""
"97672","zy88","th",1997,NA,NA,NA,""
"97673","mf06","th",1997,1,NA,1,""
"97678","xx72","th",1997,1,1,1,""
"97678g","xx72","th",1997,1,1,1,""
"97678Y","xx72","th",1997,1,1,1,""
"97679x","xx72","th",1997,1,NA,1,""
"97682","gp64","aa",1997,NA,NA,NA,""
"97690","uy30","aa",1997,1,NA,1,""
"97697","qt72","aa",1997,1,NA,1,""
"97697.01G","qt72","aa",1997,1,NA,1,""
"97697.02G","qt72","aa",1997,NA,NA,NA,""
"97703","mj44","rrx",1997,1,NA,1,""
"97707","af04","rrx",1997,1,NA,1,""
"97713","wu24","rrx",1997,1,NA,1,""
"97716","pr39","rrx",1997,NA,NA,NA,""
"97717","si12","rrx",1997,NA,NA,NA,""
"97718","my91","rrx",1997,1,NA,1,""
"97728","wb83","rrx",1997,1,NA,1,""
"97732","zs57","alf",1997,NA,NA,NA,""
"97733","hw65","alf",1997,NA,NA,NA,""
"97736","jd27","nrrx",1997,1,NA,1,""
"97748","ki21","alf",1997,1,NA,1,""
"97751","bg73","alf",1997,1,NA,1,""
"97752","nk17","alf",1997,NA,NA,NA,""
"97753","jy71","alf",1997,NA,NA,NA,""
"97755","jf98","alf",1997,1,NA,1,""
"97758","wm96","nrrx",1997,NA,NA,NA,""
"97760","wg26","nrrx",1997,NA,NA,NA,""
"97765","eu30","tower",1997,NA,NA,NA,""
"97766","eu30","tower",1997,NA,NA,NA,""
"97779","hh05","lc",1997,1,NA,1,""
"97780","dr06","lc",1997,NA,NA,NA,""
"97788","br24","lc",1997,1,NA,1,""
"97808","am15","lc",1997,NA,NA,NA,""
"97812","az15","lc",1997,1,NA,1,""
"97817","tb55","lc",1997,1,NA,1,""
"97818","rm92","lf",1997,1,NA,1,""
"97826","nb35","lf",1997,1,NA,1,""
"97836","wf29","lf",1997,1,NA,1,""
"97849","fk13","lf",1997,1,NA,1,""
"97859","gy77","lf",1997,1,NA,1,""
"97885","cn56","lf",1997,1,NA,1,""
"97888","qc07","lf",1997,NA,NA,NA,""
"97900","ns80","lf",1997,1,NA,1,""
"97905","ct78","lf",1997,1,NA,1,""
"97907","sk46","lf",1997,1,NA,1,""
"97914","jt87","lf",1997,1,NA,1,""
"97916","rx71","lf",1997,1,NA,1,""
"97919","ns89","wood",1997,NA,NA,NA,""
"97920","sk45","ri",1997,NA,NA,NA,""
"97931","ya06","btg",1997,NA,NA,NA,""
"97934","rx77","lc",1997,NA,NA,NA,""
"97938","qn10","lc",1997,1,NA,1,""
"97939","yp33","lc",1997,1,NA,1,""
"97940","kf42","rrx",1997,NA,NA,NA,""
"97945","jc38","nrrx",1997,NA,NA,NA,""
"97946","ag96","nrrx",1997,NA,NA,NA,""
"97952","cp83","alf",1997,1,NA,1,""
"97954","qt94","alf",1997,NA,NA,NA,""
"97983","aw78","spp",1997,1,1,1,""
"97983G","aw78","spp",1997,1,NA,1,""
"971000","ar34","spp",1997,1,1,1,""
"971000Y","ar34","spp",1997,NA,NA,NA,""
"971000.1","ar34","spp",1997,NA,NA,NA,""
"971000.1G","ar34","spp",1997,NA,NA,NA,""
"971000.2G","ar34","spp",1997,NA,NA,NA,""
"971028","cm40","aa",1997,NA,NA,NA,""
"971036","cc98","lf",1997,NA,NA,NA,""
"971047","ng50","lf",1997,1,NA,1,""
"971056","ki29","spp",1997,NA,NA,NA,""
"971056.1","ki29","spp",1997,1,NA,1,""
"971056.2","ki29","spp",1997,NA,NA,NA,""
"971095","ax57","spp",1997,NA,NA,NA,""
"971103","ub23","alf",1997,1,NA,1,""
"971104","wr18","alf",1997,1,NA,1,""
"971107","re91","alf",1997,NA,NA,NA,""
"971115","dc96","spp",1997,NA,NA,NA,""
"971140","ti40","spp",1997,NA,NA,NA,""
"971150","wa52","spp",1997,1,1,1,""
